ref_projects;orderId;ordertimestamp;orderMonth;invoicecode;payment;orderstatecancel;orderstatefinal;projectItemId;orderItemId;timestamp;price_clean;price_vat;amount;multiplier;ref_catalog_complete;vat;itemname;orderDay;delivery_type;payment_type;currency;creditInvoiceCode;carrierPackageId;ref_catalog_complete_final;multiplier_final;catCompleteCombinationId;lastOrderStateChange;delivery_type_id;custom_type;orderDestinationCountryId;id_combinations;orderItemType;ab_test_name;ab_test_variant;alternative_product_source;alternative_product_invasive;global_upsell_type;itemId;itemGlobalId;showroomName;commonName;unique_item_id
38;500000041;2026-05-01 12:00:00;05;;Vorkasse;0;1;1400;2400;;50.92;60.6;1.000000;1.0;;19.000;Air Optix Night and Day Aqua (6 Linsen);01;DE - DHL;Vorkasse;EUR;;;;;;;;;84;;Normal;280|221;1|2;;;;140;;;Air Optix Night and Day Aqua (6 Linsen);
38;500000041;2026-05-01 12:05:00;05;;Vorkasse;0;1;delivery_38__40;;;3.27;3.9;1;1.0;;19.000;Delivery - DHL;01;DE - DHL;Vorkasse;EUR;;;;;;;;;84;;Normal;280|221;1|2;;;;;;;;
38;500000042;2026-05-08 12:00:00;05;;Kreditkarte;0;1;1410;2410;;22.10;26.3;1.000000;1.0;;19.000;Biofinity (6 Linsen);08;DE - DHL;Kreditkarte;EUR;;;;;;;;;84;;Normal;;;;;;141;;;Biofinity (6 Linsen);
38;500000042;2026-05-08 12:01:00;05;;Kreditkarte;0;1;1411;2411;;22.10;26.3;1.000000;1.0;;19.000;Biofinity (6 Linsen);08;DE - DHL;Kreditkarte;EUR;;;;;;;;;84;;Normal;;;;;;141;;;Biofinity (6 Linsen);
38;500000042;2026-05-08 12:05:00;05;;Kreditkarte;0;1;delivery_38__41;;;3.27;3.9;1;1.0;;19.000;Delivery - DHL;08;DE - DHL;Kreditkarte;EUR;;;;;;;;;84;;Normal;;;;;;;;;;
38;500000043;2026-05-15 12:00:00;05;;PayPal;0;1;1420;2420;;18.40;21.9;1.000000;1.0;;19.000;Dailies AquaComfort Plus (30 Linsen);15;DE - DHL;PayPal;EUR;;;;;;;;;84;;Normal;280;1;;;;142;;;Dailies AquaComfort Plus (30 Linsen);
38;500000043;2026-05-15 12:05:00;05;;PayPal;0;1;delivery_38__42;;;3.27;3.9;1;1.0;;19.000;Delivery - DHL;15;DE - DHL;PayPal;EUR;;;;;;;;;84;;Normal;280;1;;;;;;;;
38;500000044;2026-05-22 12:00:00;05;;Vorkasse;0;1;1430;2430;;31.50;37.5;1.000000;1.0;;19.000;Biofinity Multifocal (3 Linsen);22;DE - DHL;Vorkasse;EUR;;;;;;;;;84;;Normal;280;2;;;;143;;;Biofinity Multifocal (3 Linsen);
38;500000044;2026-05-22 12:01:00;05;;Vorkasse;0;1;1431;2431;;31.50;37.5;1.000000;1.0;;19.000;Biofinity Multifocal (3 Linsen);22;DE - DHL;Vorkasse;EUR;;;;;;;;;84;;Normal;280;2;;;;143;;;Biofinity Multifocal (3 Linsen);
38;500000044;2026-05-22 12:05:00;05;;Vorkasse;0;1;delivery_38__43;;;3.27;3.9;1;1.0;;19.000;Delivery - DHL;22;DE - DHL;Vorkasse;EUR;;;;;;;;;84;;Normal;280;2;;;;;;;;
38;500000045;2026-05-01 12:00:00;05;;Kreditkarte;0;1;1440;2440;;50.92;60.6;1.000000;1.0;;19.000;Air Optix Night and Day Aqua (6 Linsen);01;DE - DHL;Kreditkarte;EUR;;;;;;;;;84;;Normal;221;1;;;;144;;;Air Optix Night and Day Aqua (6 Linsen);
38;500000045;2026-05-01 12:05:00;05;;Kreditkarte;0;1;delivery_38__44;;;3.27;3.9;1;1.0;;19.000;Delivery - DHL;01;DE - DHL;Kreditkarte;EUR;;;;;;;;;84;;Normal;221;1;;;;;;;;
38;500000046;2026-05-08 12:00:00;05;;PayPal;0;1;1450;2450;;22.10;26.3;1.000000;1.0;;19.000;Biofinity (6 Linsen);08;DE - DHL;PayPal;EUR;;;;;;;;;84;;Normal;221;2;;;;145;;;Biofinity (6 Linsen);
38;500000046;2026-05-08 12:01:00;05;;PayPal;0;1;1451;2451;;22.10;26.3;1.000000;1.0;;19.000;Biofinity (6 Linsen);08;DE - DHL;PayPal;EUR;;;;;;;;;84;;Normal;221;2;;;;145;;;Biofinity (6 Linsen);
38;500000046;2026-05-08 12:05:00;05;;PayPal;0;1;delivery_38__45;;;3.27;3.9;1;1.0;;19.000;Delivery - DHL;08;DE - DHL;PayPal;EUR;;;;;;;;;84;;Normal;221;2;;;;;;;;
38;500000047;2026-05-15 12:00:00;05;;Vorkasse;0;1;1460;2460;;18.40;21.9;1.000000;1.0;;19.000;Dailies AquaComfort Plus (30 Linsen);15;DE - DHL;Vorkasse;EUR;;;;;;;;;84;;Normal;280|221;1|2;;;;146;;;Dailies AquaComfort Plus (30 Linsen);
38;500000047;2026-05-15 12:05:00;05;;Vorkasse;0;1;delivery_38__46;;;3.27;3.9;1;1.0;;19.000;Delivery - DHL;15;DE - DHL;Vorkasse;EUR;;;;;;;;;84;;Normal;280|221;1|2;;;;;;;;
38;500000048;2026-05-22 12:00:00;05;;Kreditkarte;0;1;1470;2470;;31.50;37.5;1.000000;1.0;;19.000;Biofinity Multifocal (3 Linsen);22;DE - DHL;Kreditkarte;EUR;;;;;;;;;84;;Normal;;;;;;147;;;Biofinity Multifocal (3 Linsen);
38;500000048;2026-05-22 12:01:00;05;;Kreditkarte;0;1;1471;2471;;31.50;37.5;1.000000;1.0;;19.000;Biofinity Multifocal (3 Linsen);22;DE - DHL;Kreditkarte;EUR;;;;;;;;;84;;Normal;;;;;;147;;;Biofinity Multifocal (3 Linsen);
38;500000048;2026-05-22 12:05:00;05;;Kreditkarte;0;1;delivery_38__47;;;3.27;3.9;1;1.0;;19.000;Delivery - DHL;22;DE - DHL;Kreditkarte;EUR;;;;;;;;;84;;Normal;;;;;;;;;;
38;500000049;2026-05-01 12:00:00;05;;PayPal;0;1;1480;2480;;50.92;60.6;1.000000;1.0;;19.000;Air Optix Night and Day Aqua (6 Linsen);01;DE - DHL;PayPal;EUR;;;;;;;;;84;;Normal;280;1;;;;148;;;Air Optix Night and Day Aqua (6 Linsen);
38;500000049;2026-05-01 12:05:00;05;;PayPal;0;1;delivery_38__48;;;3.27;3.9;1;1.0;;19.000;Delivery - DHL;01;DE - DHL;PayPal;EUR;;;;;;;;;84;;Normal;280;1;;;;;;;;
38;500000050;2026-05-08 12:00:00;05;;Vorkasse;0;1;1490;2490;;22.10;26.3;1.000000;1.0;;19.000;Biofinity (6 Linsen);08;DE - DHL;Vorkasse;EUR;;;;;;;;;84;;Normal;280;2;;;;149;;;Biofinity (6 Linsen);
38;500000050;2026-05-08 12:01:00;05;;Vorkasse;0;1;1491;2491;;22.10;26.3;1.000000;1.0;;19.000;Biofinity (6 Linsen);08;DE - DHL;Vorkasse;EUR;;;;;;;;;84;;Normal;280;2;;;;149;;;Biofinity (6 Linsen);
38;500000050;2026-05-08 12:05:00;05;;Vorkasse;0;1;delivery_38__49;;;3.27;3.9;1;1.0;;19.000;Delivery - DHL;08;DE - DHL;Vorkasse;EUR;;;;;;;;;84;;Normal;280;2;;;;;;;;
38;500000051;2026-05-15 12:00:00;05;;Kreditkarte;0;1;1500;2500;;18.40;21.9;1.000000;1.0;;19.000;Dailies AquaComfort Plus (30 Linsen);15;DE - DHL;Kreditkarte;EUR;;;;;;;;;84;;Normal;221;1;;;;150;;;Dailies AquaComfort Plus (30 Linsen);
38;500000051;2026-05-15 12:05:00;05;;Kreditkarte;0;1;delivery_38__50;;;3.27;3.9;1;1.0;;19.000;Delivery - DHL;15;DE - DHL;Kreditkarte;EUR;;;;;;;;;84;;Normal;221;1;;;;;;;;
38;500000052;2026-05-22 12:00:00;05;;PayPal;1;1;1510;2510;;31.50;37.5;1.000000;1.0;;19.000;Biofinity Multifocal (3 Linsen);22;DE - DHL;PayPal;EUR;;;;;;;;;84;;Normal;221;2;;;;151;;;Biofinity Multifocal (3 Linsen);
38;500000052;2026-05-22 12:01:00;05;;PayPal;1;1;1511;2511;;31.50;37.5;1.000000;1.0;;19.000;Biofinity Multifocal (3 Linsen);22;DE - DHL;PayPal;EUR;;;;;;;;;84;;Normal;221;2;;;;151;;;Biofinity Multifocal (3 Linsen);
38;500000052;2026-05-22 12:05:00;05;;PayPal;0;1;delivery_38__51;;;3.27;3.9;1;1.0;;19.000;Delivery - DHL;22;DE - DHL;PayPal;EUR;;;;;;;;;84;;Normal;221;2;;;;;;;;
38;500000053;2026-05-01 12:00:00;05;;Vorkasse;0;1;1520;2520;;50.92;60.6;1.000000;1.0;;19.000;Air Optix Night and Day Aqua (6 Linsen);01;DE - DHL;Vorkasse;EUR;;;;;;;;;84;;Normal;280|221;1|2;;;;152;;;Air Optix Night and Day Aqua (6 Linsen);
38;500000053;2026-05-01 12:05:00;05;;Vorkasse;0;1;delivery_38__52;;;3.27;3.9;1;1.0;;19.000;Delivery - DHL;01;DE - DHL;Vorkasse;EUR;;;;;;;;;84;;Normal;280|221;1|2;;;;;;;;
38;500000054;2026-05-08 12:00:00;05;;Kreditkarte;0;1;1530;2530;;22.10;26.3;1.000000;1.0;;19.000;Biofinity (6 Linsen);08;DE - DHL;Kreditkarte;EUR;;;;;;;;;84;;Normal;;;;;;153;;;Biofinity (6 Linsen);
38;500000054;2026-05-08 12:01:00;05;;Kreditkarte;0;1;1531;2531;;22.10;26.3;1.000000;1.0;;19.000;Biofinity (6 Linsen);08;DE - DHL;Kreditkarte;EUR;;;;;;;;;84;;Normal;;;;;;153;;;Biofinity (6 Linsen);
38;500000054;2026-05-08 12:05:00;05;;Kreditkarte;0;1;delivery_38__53;;;3.27;3.9;1;1.0;;19.000;Delivery - DHL;08;DE - DHL;Kreditkarte;EUR;;;;;;;;;84;;Normal;;;;;;;;;;
38;500000055;2026-05-15 12:00:00;05;;PayPal;0;1;1540;2540;;18.40;21.9;1.000000;1.0;;19.000;Dailies AquaComfort Plus (30 Linsen);15;DE - DHL;PayPal;EUR;;;;;;;;;84;;Normal;280;1;;;;154;;;Dailies AquaComfort Plus (30 Linsen);
38;500000055;2026-05-15 12:05:00;05;;PayPal;0;1;delivery_38__54;;;3.27;3.9;1;1.0;;19.000;Delivery - DHL;15;DE - DHL;PayPal;EUR;;;;;;;;;84;;Normal;280;1;;;;;;;;
38;500000056;2026-05-22 12:00:00;05;;Vorkasse;0;1;1550;2550;;31.50;37.5;1.000000;1.0;;19.000;Biofinity Multifocal (3 Linsen);22;DE - DHL;Vorkasse;EUR;;;;;;;;;84;;Normal;280;2;;;;155;;;Biofinity Multifocal (3 Linsen);
38;500000056;2026-05-22 12:01:00;05;;Vorkasse;0;1;1551;2551;;31.50;37.5;1.000000;1.0;;19.000;Biofinity Multifocal (3 Linsen);22;DE - DHL;Vorkasse;EUR;;;;;;;;;84;;Normal;280;2;;;;155;;;Biofinity Multifocal (3 Linsen);
38;500000056;2026-05-22 12:05:00;05;;Vorkasse;0;1;delivery_38__55;;;3.27;3.9;1;1.0;;19.000;Delivery - DHL;22;DE - DHL;Vorkasse;EUR;;;;;;;;;84;;Normal;280;2;;;;;;;;
38;500000057;2026-05-01 12:00:00;05;;Kreditkarte;0;1;1560;2560;;50.92;60.6;1.000000;1.0;;19.000;Air Optix Night and Day Aqua (6 Linsen);01;DE - DHL;Kreditkarte;EUR;;;;;;;;;84;;Normal;221;1;;;;156;;;Air Optix Night and Day Aqua (6 Linsen);
38;500000057;2026-05-01 12:05:00;05;;Kreditkarte;0;1;delivery_38__56;;;3.27;3.9;1;1.0;;19.000;Delivery - DHL;01;DE - DHL;Kreditkarte;EUR;;;;;;;;;84;;Normal;221;1;;;;;;;;
38;500000058;2026-05-08 12:00:00;05;;PayPal;0;1;1570;2570;;22.10;26.3;1.000000;1.0;;19.000;Biofinity (6 Linsen);08;DE - DHL;PayPal;EUR;;;;;;;;;84;;Normal;221;2;;;;157;;;Biofinity (6 Linsen);
38;500000058;2026-05-08 12:01:00;05;;PayPal;0;1;1571;2571;;22.10;26.3;1.000000;1.0;;19.000;Biofinity (6 Linsen);08;DE - DHL;PayPal;EUR;;;;;;;;;84;;Normal;221;2;;;;157;;;Biofinity (6 Linsen);
38;500000058;2026-05-08 12:05:00;05;;PayPal;0;1;delivery_38__57;;;3.27;3.9;1;1.0;;19.000;Delivery - DHL;08;DE - DHL;PayPal;EUR;;;;;;;;;84;;Normal;221;2;;;;;;;;
38;500000059;2026-05-15 12:00:00;05;;Vorkasse;0;1;1580;2580;;18.40;21.9;1.000000;1.0;;19.000;Dailies AquaComfort Plus (30 Linsen);15;DE - DHL;Vorkasse;EUR;;;;;;;;;84;;Normal;280|221;1|2;;;;158;;;Dailies AquaComfort Plus (30 Linsen);
38;500000059;2026-05-15 12:05:00;05;;Vorkasse;0;1;delivery_38__58;;;3.27;3.9;1;1.0;;19.000;Delivery - DHL;15;DE - DHL;Vorkasse;EUR;;;;;;;;;84;;Normal;280|221;1|2;;;;;;;;
38;500000060;2026-05-22 12:00:00;05;;Kreditkarte;0;1;1590;2590;;31.50;37.5;1.000000;1.0;;19.000;Biofinity Multifocal (3 Linsen);22;DE - DHL;Kreditkarte;EUR;;;;;;;;;84;;Normal;;;;;;159;;;Biofinity Multifocal (3 Linsen);
38;500000060;2026-05-22 12:01:00;05;;Kreditkarte;0;1;1591;2591;;31.50;37.5;1.000000;1.0;;19.000;Biofinity Multifocal (3 Linsen);22;DE - DHL;Kreditkarte;EUR;;;;;;;;;84;;Normal;;;;;;159;;;Biofinity Multifocal (3 Linsen);
38;500000060;2026-05-22 12:05:00;05;;Kreditkarte;0;1;delivery_38__59;;;3.27;3.9;1;1.0;;19.000;Delivery - DHL;22;DE - DHL;Kreditkarte;EUR;;;;;;;;;84;;Normal;;;;;;;;;;
